date,TNX,VIX,DXY,yield_inversion
,^TNX,^VIX,DX-Y.NYB,
2021-02-16,1.2990000247955322,21.459999084472656,90.51000213623047,
2021-02-17,1.3009999990463257,21.5,90.94999694824219,0.001999974250793457
2021-02-18,1.2869999408721924,22.489999771118164,90.58999633789062,-0.0140000581741333
2021-02-19,1.3450000286102295,22.049999237060547,90.36000061035156,0.05800008773803711
2021-02-22,1.3700000047683716,23.450000762939453,90.01000213623047,0.02499997615814209
2021-02-23,1.3619999885559082,23.110000610351562,90.16999816894531,-0.008000016212463379
2021-02-24,1.3890000581741333,21.34000015258789,90.18000030517578,0.027000069618225098
2021-02-25,1.5180000066757202,28.889999389648438,90.12999725341797,0.12899994850158691
2021-02-26,1.4600000381469727,27.950000762939453,90.93000030517578,-0.05799996852874756
2021-03-01,1.4459999799728394,23.350000381469727,91.04000091552734,-0.0140000581741333
2021-03-02,1.4149999618530273,24.100000381469727,90.79000091552734,-0.03100001811981201
2021-03-03,1.4700000286102295,26.670000076293945,90.94999694824219,0.05500006675720215
2021-03-04,1.5499999523162842,28.56999969482422,91.62999725341797,0.07999992370605469
2021-03-05,1.5540000200271606,24.65999984741211,91.9800033569336,0.004000067710876465
2021-03-08,1.5959999561309814,25.469999313354492,92.30999755859375,0.0419999361038208
2021-03-09,1.5460000038146973,24.030000686645508,91.95999908447266,-0.04999995231628418
2021-03-10,1.5199999809265137,22.559999465942383,91.79000091552734,-0.026000022888183594
2021-03-11,1.5269999504089355,21.90999984741211,91.41999816894531,0.006999969482421875
2021-03-12,1.6349999904632568,20.690000534057617,91.68000030517578,0.10800004005432129
2021-03-15,1.6069999933242798,20.030000686645508,91.83000183105469,-0.02799999713897705
2021-03-16,1.621000051498413,19.790000915527344,91.87000274658203,0.0140000581741333
2021-03-17,1.6410000324249268,19.229999542236328,91.4000015258789,0.019999980926513672
2021-03-18,1.7300000190734863,21.579999923706055,91.8499984741211,0.08899998664855957
2021-03-19,1.7319999933242798,20.950000762939453,91.91999816894531,0.001999974250793457
2021-03-22,1.684000015258789,18.8799991607666,91.80000305175781,-0.04799997806549072
2021-03-23,1.6380000114440918,20.299999237060547,92.33999633789062,-0.046000003814697266
2021-03-24,1.6139999628067017,21.200000762939453,92.52999877929688,-0.024000048637390137
2021-03-25,1.6139999628067017,19.809999465942383,92.87999725341797,0.0
2021-03-26,1.659999966621399,18.860000610351562,92.7699966430664,0.046000003814697266
2021-03-29,1.7209999561309814,20.739999771118164,92.94000244140625,0.06099998950958252
2021-03-30,1.7259999513626099,19.610000610351562,93.30000305175781,0.004999995231628418
2021-03-31,1.746000051498413,19.399999618530273,93.2300033569336,0.020000100135803223
2021-04-01,1.6790000200271606,17.329999923706055,92.93000030517578,-0.06700003147125244
2021-04-05,1.7200000286102295,17.90999984741211,92.5999984741211,0.04100000858306885
2021-04-06,1.656000018119812,18.1200008392334,92.33999633789062,-0.06400001049041748
2021-04-07,1.652999997138977,17.15999984741211,92.45999908447266,-0.003000020980834961
2021-04-08,1.6319999694824219,16.950000762939453,92.05999755859375,-0.021000027656555176
2021-04-09,1.6660000085830688,16.690000534057617,92.16000366210938,0.03400003910064697
